1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
1636,0.0,3.0,No,63,GLQ,1560,865,RFn,2006.0,1636,Gd,13501,116.0,208.0,60,5,8,1623,0.0,2006,2006,255000
1148,0.0,3.0,No,1148,BLQ,0,672,Unf,1959.0,1148,TA,7931,70.0,0.0,0,5,5,1148,0.0,1959,1959,132500
1680,0.0,4.0,No,0,Unf,1680,528,Unf,1976.0,1680,TA,11500,70.04995836802664,164.0,0,6,5,1680,0.0,1976,1976,136905
1051,788.0,4.0,No,0,Unf,756,442,Unf,1966.0,1839,TA,7700,70.0,351.0,124,5,6,756,0.0,1966,1966,155000
960,0.0,3.0,Av,789,ALQ,171,576,Unf,1970.0,960,TA,9873,60.0,160.0,288,5,4,960,0.0,1970,1970,129000
918,765.0,3.0,No,226,LwQ,192,440,RFn,1978.0,1683,TA,11184,70.0,92.0,0,5,6,918,0.0,1978,1978,172500
1126,0.0,3.0,No,936,ALQ,190,484,RFn,1977.0,1126,TA,17400,80.0,0.0,41,5,5,1126,0.0,1977,1977,160000
818,406.0,3.0,No,468,Rec,350,210,Unf,1926.0,1224,TA,3950,70.04995836802664,0.0,0,8,6,818,0.0,1926,2004,115000
1768,0.0,4.0,No,0,Unf,1768,0,None,1978.5061638868744,1768,TA,10778,72.0,0.0,0,5,4,1768,0.0,1968,1968,136500
1620,0.0,3.0,No,1116,BLQ,165,490,Unf,1993.0,1620,TA,9991,70.04995836802664,0.0,78,4,4,1281,0.0,1976,1993,150000
1056,0.0,3.0,No,846,Rec,210,308,RFn,1958.0,1056,TA,8176,70.0,0.0,0,6,5,1056,0.0,1958,1992,139000
980,0.0,3.0,No,560,BLQ,420,484,Unf,1986.0,980,TA,7064,71.0,153.0,0,6,5,980,192.0,1977,1977,135000
936,316.0,3.0,No,0,Unf,504,576,Unf,1986.0,1252,TA,7438,92.0,0.0,0,8,5,504,104.0,1908,1991,127000
1127,886.0,3.0,Av,862,None,255,455,Unf,1997.0,2013,TA,9920,92.0,0.0,130,5,7,1117,0.0,1996,1997,269790
1004,0.0,2.0,No,578,ALQ,426,480,Fin,1970.0,1004,TA,11241,70.04995836802664,180.0,0,7,6,1004,0.0,1970,1970,149000
860,0.0,3.0,No,0,Unf,860,565,RFn,2004.0,1720,Gd,11645,89.0,0.0,70,5,7,860,0.0,2004,2004,196500
869,349.0,3.0,No,375,ALQ,360,440,Unf,2003.0,1218,TA,6000,60.0,0.0,0,6,6,735,0.0,1941,1950,131000
1283,0.0,3.0,No,504,Rec,319,506,Unf,1980.0,1283,TA,7763,70.0,0.0,0,7,5,931,0.0,1962,1980,140000
736,716.0,2.0,No,0,Unf,736,0,None,1978.5061638868744,1452,TA,4456,33.0,0.0,0,5,4,736,0.0,1920,2008,113000
1646,0.0,3.0,Gd,1513,GLQ,125,800,RFn,2008.0,1646,Gd,9520,71.0,338.0,44,5,8,1638,192.0,2007,2008,293077
2097,0.0,1.0,Mn,1721,None,356,1134,Fin,2005.0,2097,Ex,20896,49.0,0.0,267,5,8,2077,192.0,2005,2006,423000
1504,0.0,3.0,Gd,690,GLQ,814,478,Fin,1996.0,1504,Gd,11883,73.0,196.0,66,5,7,1504,0.0,1996,1996,203000
1302,432.0,4.0,None,0,None,0,539,Unf,1977.0,1734,Gd,10125,75.0,0.0,0,5,5,0,0.0,1977,1977,126000
1640,0.0,3.0,No,728,BLQ,568,924,Unf,1993.0,1640,Gd,14778,70.04995836802664,72.0,0,7,6,1296,0.0,1954,2006,224000
840,828.0,3.0,No,0,None,840,500,RFn,2003.0,1668,Gd,11317,72.0,101.0,68,5,7,840,0.0,2003,2003,180000
1096,895.0,3.0,Mn,297,Rec,0,432,Unf,1977.0,1991,TA,11275,70.04995836802664,480.0,0,7,6,854,0.0,1932,1950,220000
1128,0.0,2.0,No,812,LwQ,124,286,Unf,1954.0,1128,TA,9000,75.0,0.0,0,5,5,936,0.0,1954,1954,118000
768,432.0,3.0,No,352,BLQ,416,240,Unf,1946.0,1200,TA,11767,70.0,0.0,0,6,5,768,0.0,1946,1995,130500
1235,0.0,2.0,No,600,Rec,635,480,Unf,1961.0,1235,TA,8500,85.0,203.0,0,3,5,1235,0.0,1961,1961,98600
1501,0.0,3.0,Gd,679,GLQ,811,577,RFn,1999.0,1501,Gd,10335,78.0,183.0,29,5,7,1490,0.0,1999,1999,204000
